"Code","Name","Category","Unit","Current Stock","Minimum Stock","Cost","Price","Current Stock Value","Current Stock Cost","Amount Sold","Quantity Sold","Profit","Image_Path"
"","Tesoura de Cozinha 8.25” Sortido","Cozinha ","unit","153",0,"1.35","2.25","344.25","206.55","13.5","6","5.4","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\tesoura_de_cozinha_8_25__sortido.webp"
"","Caneca de Inox 9cm ","Cozinha ","unit","32",0,"0.75","1.25","40","24",0,0,0,""
"","Marmita Térmica Flor","","unit","20",0,"9.05","12.69","253.799","181",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\marmita_t_rmica_flor.webp"
"","Sacola para Hambúrguer C/500unidade","Farmácia ","unit","0",0,"32.15","45.49","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\sacola_para_hamb_rguer_c_500unidade.webp"
"","Germa Pedra Hume pó 3oz","","unit","72",0,"2.11","3.19","229.68","151.92",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\germa_pedra_hume_p__3oz.webp"
"","Germa Verruguin","Germa","unit","72",0,"3.65","5.49","395.280","262.8","131.76","24","44.16","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\germa_verruguin.webp"
"","Cacio Granulado Jupin 80gr","Farmácia ","unit","30",0,"1.26","2.25","67.5","37.8",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\cacio_granulado_jupin_80gr.webp"
"","Shampoo Anticaspa Limpeza diária Clear Men 200ml","","unit","0",0,"3.6","5.4","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\shampoo_anticaspa_limpeza_di_ria_clear_men_200ml.webp"
"","Bucha Vegetal Gigante unitário - unidade","Diversos","unit","21",0,"4.95","6.95","145.950","103.95","271.05","39","78","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\bucha_vegetal_gigante_unit_rio___unidade.webp"
"","Boé Brilho Reparador Gotas 2oz unidade","Produtos de Cabelo","unit","192",0,"4.28","6.45","1238.4","821.76",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\bo__brilho_reparador_gotas_2oz_unidade.webp"
"","Bailarina Chá Verde Sabor Ginseng 18bags","Chás ","unit","108",0,"3.2","4.49","484.92","345.6","107.76","24","30.96","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\bailarina_ch__verde_sabor_ginseng_18bags.webp"
"","Diabet TX Talco Líquido-Goicoechea para pele 2.3oz unidade","Farmácia ","unit","62",0,"6.98","9.98","618.76","432.760",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\diabet_tx_talco_l_quido_goicoechea_para_pele_2_3oz_unidade.webp"
"","Gel Xtreme Clear 1kg - unidade ","","unit","66",0,"2.25","3.75","247.5","148.5",0,0,0,""
"","Fini Carmed Labial Ácido Hialurônico - unidade","Diversos","unit","56",0,"5","6.8","380.8","280","40.8","6","10.8","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\fini_carmed_labial__cido_hialur_nico___unidade.webp"
"","Dorival Cápsula C/36","Farmácia ","unit","15",0,"25","35.9","538.5","375","430.8","12","130.8","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\dorival_c_psula_c_36.webp"
"","Pomada Canela de Velho","Acessórios ","unit","6",0,"5.04","6.99","41.94","30.240","41.94","6","11.7","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\pomada_canela_de_velho.webp"
"","Gel Arnica Fashion Extra Forte - unidade","Fashion","unit","0",0,"3.46","5.95","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\gel_arnica_fashion_extra_forte___unidade.webp"
"","Sebo de Carneiro Fashion ","Fashion","unit","0",0,"3.99","5.98","0","0","143.52","24","47.76",""
"7896094903067","Biotônico Fontoura - unidade","Suplementos ","unit","0",0,"12.28","17.2","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\biot_nico_fontoura___unidade.webp"
"","Emulsão de Scott 400ml - unidade ","Suplementos ","unit","30",0,"11.06","16.6","498.000","331.8",0,0,0,""
"","DLC Pomada Arnica c/12","De La Cruz","unit","15",0,"29.28","42.95","644.25","439.200","42.95","1","13.67","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\dlc_pomada_arnica_c_12.webp"
"","DLC Pomada Alcanfor De la Cruz - unidade ","De La Cruz","unit","12",0,"34.68","52.2","626.400","416.159",0,0,0,""
"","Pomada Veneno de Abelha e Cobra ","Acessórios ","unit","26",0,"3.95","5.95","154.700","102.7","35.7","6","12",""
"106787","Óleo Rosa Mosqueta Capilo ","Capilo","unit","49",0,"47.4","69.95","3427.55","2322.6","1,811.55","26","602.55",""
"10324286155023","DLC Óleo de Rícino/Castor Oil ","De La Cruz","unit","14",0,"13.92","32.2","450.800","194.88","351.95","11","198.83",""
"","Óleo de Eucalipto DLC c/ 12 2 oz","De La Cruz","unit","11",0,"42","59.95","659.45","462","239.8","4","71.8","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\_leo_de_eucalipto_dlc_c__12_2_oz.webp"
"0324286155101","DLC Bicarbonato de Sódio ","De La Cruz","unit","660",0,"1.47","2.2","1452.000","970.199","134.2","15","112.15",""
"7896902206380","Farmax Bicarbonato de Sódio Display c/12","Farmax ","unit","38",0,"21.59","30.25","1149.5","820.42","605","20","173.2","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\farmax_bicarbonato_de_s_dio_display_c_12.webp"
"7896902206458","Sal Amargo Farmax Display c/12","Farmax ","unit","9",0,"13.99","21.9","197.1","125.91","109.5","5","39.55","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\sal_amargo_farmax_display_c_12.webp"
"","Água Boricada Farmax  com 12 unidades ","Farmax ","unit","20",0,"19.19","26.9","538","383.8","161.4","6","46.26",""
"7896902210653","Água Oxigenada volume 40 Farmax c/12 ","Farmax ","unit","0",0,"14.39","19.95","0","0","19.95","1","5.56",""
"7896902210615","Água Oxigenada volume 30 Farmax c/12 ","Farmax ","unit","0",0,"14.39","19.95","0","0","359.1","18","100.08",""
"","Água Oxigenada volume 10 Farmax c/12 ","Farmax ","unit","0",0,"12.72","18.9","0","0","18.9","1","6.18",""
"17896902210032","Cloreto de Magnésio Farmax Display c/12","Farmax ","unit","0",0,"41.98","58.9","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\cloreto_de_magn_sio_farmax_display_c_12.webp"
"7896902209121","Acetona Farmax 100ml c/ 12 unidades ","Farmax ","unit","0",0,"17.59","25.95","0","0","640.75","25","201",""
"7896902211025","Óleo de Argan Farmax Display c/12","Farmax ","unit","24",0,"25.9","36.29","870.96","621.599",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\_leo_de_argan_farmax_display_c_12.webp"
"7896902217003","Óleo Rosa Mosqueta Farmax 100ml c/12","Farmax ","unit","0",0,"25.9","39.95","0","0","39.95","1","14.05","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\_leo_rosa_mosqueta_farmax_100ml_c_12.webp"
"7896902209763","Pedra Hume Spray Farmax Display c/12","Farmax ","unit","24",0,"45.05","63.05","1513.199","1081.199","436.05","7","107.5","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\pedra_hume_spray_farmax_display_c_12.webp"
"7896902211124","Óleo de Babosa Farmax Display c/12","Farmax ","unit","1",0,"25.9","36.29","36.29","25.9","72.58","2","20.78","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\_leo_de_babosa_farmax_display_c_12.webp"
"","Pedra Hume Pó Farmax Display c/24","Farmax ","unit","14",0,"38.37","53.75","752.5","537.18","268.75","5","76.9","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\pedra_hume_p__farmax_display_c_24.webp"
"7896902212510","Óleo de Rícino Farmax Display c/12","Farmax ","unit","0",0,"24.43","36.65","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\_leo_de_r_cino_farmax_display_c_12.webp"
"","Solução Fisiológica Farmax 500ml","Farmax ","unit","48",0,"2.76","4.15","199.200","132.48","6,516.42","1,494","2,179.86","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\solu__o_fisiol_gica_farmax_500ml.webp"
"17896679221743","Ideal Amolecedor de Cutículas Manteiga de Karitê 100ml - com 12 ","Ideal","unit","42",0,"28.79","39.95","1677.9","1209.18","277.45","7","75.92",""
"7897158700011","Gota Dourada Tônico Capilar Alho Display c/24 30ml","Acessórios ","unit","14",0,"46.79","64.2","898.800","655.06","760.29","12","204.01","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\gota_dourada_t_nico_capilar_alho_display_c_24_30ml.webp"
"","Gel Arnica Dr. Ideal - unidade ","Ideal","unit","0",0,"3.93","5.5","0","0","264","48","75.36",""
"7896075702023","Pinça Merheje Pote c/ 120","Acessórios ","unit","12",0,"30.09","45.15","541.8","361.08","313.9","7","103.27","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\pin_a_merheje_pote_c__120.webp"
"7896075701491","Espátula de Unha Merheje c/36 ","Produtos de Unha ","unit","14",0,"29.4","42.45","594.300","411.599","84.9","2","26.1",""
"7896229996131","Ampola Natuhair Vitamina A+E+B5 display com 24","Ampolas ","unit","0",0,"21.59","32.4","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\ampola_natuhair_vitamina_a_e_b5_display_com_24.webp"
"7896015520533","Sonrisal Display c/30 Envelopes","Farmácia ","unit","39",0,"30","52","2028","1170","2,020","39","850","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\sonrisal_display_c_30_envelopes.webp"
"7896015560027","Eno Sal de Frutas c/30 Envelopes Duplo","Farmácia ","unit","20",0,"33.99","49.9","998","679.800","1,497","30","457.1","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\eno_sal_de_frutas_c_30_envelopes_duplo.webp"
"7896094914155","Estomazil c/ 50 Envelopes ","Farmácia ","unit","46",0,"72","105","4830","3312","4,354.89","42","1,330.89",""
"7896094903289","Epocler - Display com 60 frascos","Farmácia ","unit","17",0,"75","119","2023","1275","5,747","48","2,107","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\epocler___display_com_60_frascos.webp"
"7898040920159","Boldo Flora 7 Ervas c/56","Farmácia ","unit","9",0,"33.99","47.6","428.400","305.91","380.8","8","108.88","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\boldo_flora_7_ervas_c_56.webp"
"07898607020063","Xarope Misto Alho, Limão e Roma","Suplementos ","unit","0",0,"4.87","7.9","0","0","521.4","66","199.98","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\xarope_misto_alho__lim_o_e_roma.webp"
"7898607020070","Xarope Misto Agrião Plus Mel ","Suplementos ","unit","0",0,"4.87","7.9","0","0","331.8","42","127.26",""
"","Xarope da Vovó ","Suplementos ","unit","108",0,"5.31","7.95","858.6","573.479","6,396.94","802","2,012.08",""
"7898607020117","Xarope Misto 7 Ervas Plus Mel ","Suplementos ","unit","6",0,"4.87","7.9","47.400","29.22","758.4","96","290.88",""
"","Xarope Anti Verme ","Suplementos ","unit","78",0,"4.87","7.95","620.1","379.86","572.4","72","221.76",""
"7896521462563","Xarope Antigripal","Suplementos ","unit","36",0,"3.89","6.9","248.4","140.04","1,780.2","258","632.58","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\xarope_antigripal.webp"
"","Silicon Mix Argan Tratamento 16oz","Silicon Mix","unit","78",0,"5.15","6.99","545.22","401.700","377.46","54","99.36","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_argan_tratamento_16oz.webp"
"","Silicon Mix Argan Leave-In 8oz","Silicon Mix","unit","106",0,"5.04","7.56","801.36","534.24","226.8","30","75.6","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_argan_leave_in_8oz.webp"
"","Silicon Mix Argan Gotas 4oz","Silicon Mix","unit","84",0,"5.6","7.9","663.6","470.4","189.6","24","55.2","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_argan_gotas_4oz.webp"
"","Lixa de Unha c/ 120","Produtos de Unha ","unit","1",0,"9.1","15.9","15.9","9.1","31.8","2","13.6","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\lixa_de_unha_c__120.webp"
"","Pedra Pomes Santa Clara c/ 12","Acessórios ","unit","17",0,"10.39","14.9","253.3","176.63","59.6","4","18.04","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\pedra_pomes_santa_clara_c__12.webp"
"","Palito de Unha Paraju Duas Pontas c/ 100","Produtos de Unha ","unit","0",0,"51.29","71.8","0","0","215.4","3","61.53","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\palito_de_unha_paraju_duas_pontas_c__100.webp"
"","Palito de Unha Paraju Espátula c/ 100","Produtos de Unha ","unit","4",0,"57.59","78.75","315","230.36","78.75","1","21.16","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\palito_de_unha_paraju_esp_tula_c__100.webp"
"","Creme de Massagem Cleópatra - unidade","Pomadas","unit","0",0,"9","14.95","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\creme_de_massagem_cle_patra___unidade.webp"
"7896902208254","Po Descolorante Queratina Farmax 50g","Farmax ","unit","0",0,"30.03","42.75","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\po_descolorante_queratina_farmax_50g.webp"
"7896221803017","Marcia Descolorante Camomila c/12","Farmácia ","unit","28",0,"30.59","39.99","1119.72","856.52","1,350.4","34","310.34","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\marcia_descolorante_camomila_c_12.webp"
"7898213880747","Romã e Mel Spray c/16","Farmácia ","unit","0",0,"56.83","79.95","0","0","159.9","2","46.24","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\rom__e_mel_spray_c_16.webp"
"7898213880723","Própolis Completo Spray c/16","Farmácia ","unit","0",0,"56.83","86.59","0","0","86.59","1","29.76","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\pr_polis_completo_spray_c_16.webp"
"7898213880815","Própolis Extrato Spray c/16","Farmácia ","unit","0",0,"49.72","86.59","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\pr_polis_extrato_spray_c_16.webp"
"7898580382103","Desodorante Creme Pierre Alexander ","Desodorante ","unit","319",0,"6.49","8.95","2855.049","2070.31","966.6","108","265.68",""
"","Vela para Filtro São João ","Diversos","unit","87",0,"2.52","3.8","330.599","219.24","87.4","23","29.44",""
"17896020160059","Tenys Pé Baruel Original c/12","Higiene Pessoal","unit","0",0,"42.49","57.9","0","0","347.4","6","92.46","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\tenys_p__baruel_original_c_12.webp"
"17896020160066","Tenys Pé Baruel Canforado c/12","Higiene Pessoal","unit","0",0,"45.89","59.95","0","0","359.7","6","84.36","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\tenys_p__baruel_canforado_c_12.webp"
"","Bucha Vegetal c/6","Higiene Pessoal","unit","0",0,"11.69","16.45","0","0","296.1","18","85.68","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\bucha_vegetal_c_6.webp"
"","Forma de Bolo #24","Alumínio ","unit","0",0,"4.83","6.46","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\forma_de_bolo__24.webp"
"","Forma de Bolo Arco Iris #26 - unidade","Alumínio ","unit","27",0,"18.16","24.9","672.3","490.32",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\forma_de_bolo_arco_iris__26___unidade.webp"
"","Forma Pudim Alumínio #22 - unidade","Alumínio ","unit","0",0,"3.95","5.95","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\forma_pudim_alum_nio__22___unidade.webp"
"7896512904089","Polvilho Granado Tradicional c/12","Higiene Pessoal","unit","24",0,"39.95","57.95","1390.800","958.800","1,627.45","28","448.01","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\polvilho_granado_tradicional_c_12.webp"
"17896049528519","Desodorante Creme Herbissimo Tradicional c/12","Desodorante ","unit","44",0,"15.79","25.2","1108.8","694.76","1,083.6","43","404.63","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\desodorante_creme_herbissimo_tradicional_c_12.webp"
"7896092000072","Desodorante Dap Roll-On Sem Perfume com 6","Desodorante ","unit","475",0,"17.49","26.95","12801.25","8307.75","350.35","13","122.98","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\desodorante_dap_roll_on_sem_perfume_com_6.webp"
"7896092000010","Desodorante Dap Pote Sem Perfume com 6 ","Desodorante ","unit","322",0,"16.79","25.95","8355.9","5406.38","570.9","22","201.52",""
"","Canecão de Alumínio Cabo de Madeira #12 1L","Alumínio ","unit","1",0,"4.83","7.24","7.24","4.83","36.2","5","12.05","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\canec_o_de_alum_nio_cabo_de_madeira__12_1l.webp"
"","Canecão de Alumínio Cabo de Madeira #14 1.5L","Alumínio ","unit","1",0,"8.29","7.9","7.9","8.29",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\canec_o_de_alum_nio_cabo_de_madeira__14_1_5l.webp"
"","Canecão de Alumínio Preto #12 1L","Alumínio ","unit","0",0,"4.83","7.25","0","0","14.5","2","4.84","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\canec_o_de_alum_nio_preto__12_1l.webp"
"","Canecão de Alumínio CRS#12  black cabo plástico 1lts","Alumínio ","unit","22",0,"5.53","8.29","182.38","121.660","33.16","4","11.04","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\canec_o_de_alum_nio_crs_12__black_cabo_pl_stico_1lts.webp"
"7898583470111","Casco de Cavalo Endurecedora Trop Care c/ 12","Produtos de Unha ","unit","74",0,"44.09","59.95","4436.3","3262.660","1,019.15","17","269.62","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\casco_de_cavalo_endurecedora_trop_care_c__12.webp"
"7898583470210","Casco de Cavalo Fortalecedora Trop Care - c/12","Produtos de Unha ","unit","15",0,"41.64","58.95","884.25","624.6","1,195","20","323","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\casco_de_cavalo_fortalecedora_trop_care___c_12.webp"
"7898964247578","Volia Gel Classic Cover Glitter - unidade","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\volia_gel_classic_cover_glitter___unidade.webp"
"7898964247554","Volia Gel Classic Pink Glitter - unidade ","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0,""
"7898964247547","Volia Gel Classic Nude Glitter - unidade","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\volia_gel_classic_nude_glitter___unidade.webp"
"7898964247219","Volia Gel Classic Pink - unidade","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\volia_gel_classic_pink___unidade.webp"
"","Vita Seiva Bálsamo Tratamento Babosa","Vita Seiva","unit","0",0,"6.53","9.95","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\vita_seiva_b_lsamo_tratamento_babosa.webp"
"","Vita Seiva Shampoo Côco ","Vita Seiva","unit","144",0,"4.79","4.99","718.560","689.76","29.94","6","1.2",""
"","Vita Seiva Condicionador de Côco ","Vita Seiva","unit","186",0,"5.02","5.95","1106.7","933.719","35.7","6","5.58",""
"","Vita Seiva Tratamento Manteiga e Oleo de Côco","Vita Seiva","unit","12",0,"5.54","5.95","71.4","66.48","128.7","18","28.98","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\vita_seiva_tratamento_manteiga_e_oleo_de_c_co.webp"
"","Vita Seiva Creme Tratamento de Rosa Mosqueta ","Vita Seiva","unit","246",0,"6.49","6.99","1719.54","1596.54","41.94","6","3",""
"","Vita Seiva Shampoo de Rosa Mosqueta","Vita Seiva","unit","72",0,"4.79","4.99","359.280","344.88","29.94","6","1.2","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\vita_seiva_shampoo_de_rosa_mosqueta.webp"
"","Vita Seiva Condicionador de Rosa Mosqueta","Vita Seiva","unit","0",0,"5.19","5.95","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\vita_seiva_condicionador_de_rosa_mosqueta.webp"
"","Silicon Mix Tratamento Regular 8oz","Silicon Mix","unit","84",0,"2.52","3.8","319.2","211.68","45.6","12","15.36","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_tratamento_regular_8oz.webp"
"","Silicon Mix Tratamento Regular 16oz","Silicon Mix","unit","12",0,"4.7","6.59","79.08","56.400","1,146.66","174","328.86","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_tratamento_regular_16oz.webp"
"","Silicon Mix Tratamento Regular 60oz","Silicon Mix","unit","36",0,"12.15","16.99","611.64","437.400","611.64","36","174.24","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_tratamento_regular_60oz.webp"
"","Silicon Mix Tratamento Regular 36oz","Silicon Mix","unit","12",0,"7.15","9.95","119.399","85.800","1,072.32","108","300.12","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_tratamento_regular_36oz.webp"
"","Silicon Mix Shampoo Hidratante 16oz","Silicon Mix","unit","94",0,"2.85","3.99","375.06","267.900","454.86","114","129.96","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_shampoo_hidratante_16oz.webp"
"","Silicon Mix Gotas de Brilho 4oz","Silicon Mix","unit","204",0,"5.4","7.85","1601.399","1101.600","329.7","42","102.9","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_gotas_de_brilho_4oz.webp"
"","Silicon Mix Liso Sedoso Leave-In 8oz","Silicon Mix","unit","141",0,"5","6.99","985.59","705","419.4","60","119.4","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_liso_sedoso_leave_in_8oz.webp"
"","Silicon Mix Bambu Tratamento 16oz","Silicon Mix","unit","60",0,"4.7","6.59","395.4","282","1,225.74","186","351.54","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_bambu_tratamento_16oz.webp"
"","Silicon Mix Bambu Tratamento 8oz","Silicon Mix","unit","24",0,"2.52","3.85","92.4","60.480","92.4","24","31.92","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_bambu_tratamento_8oz.webp"
"","Silicon Mix Bambu Tratamento 36oz","Silicon Mix","unit","0",0,"7.15","9.95","0","0","895.5","90","252","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_bambu_tratamento_36oz.webp"
"","Silicon Mix Bambu Tratamento 60oz","Silicon Mix","unit","18",0,"10.8","16.99","305.82","194.4","713.58","42","259.98","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_bambu_tratamento_60oz.webp"
"","Silicon Mix Gotas de Bambu 4oz","Silicon Mix","unit","162",0,"5","7.85","1271.7","810","659.4","84","239.4","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_gotas_de_bambu_4oz.webp"
"","Silicon Mix Bambu Leave-In 8oz","Silicon Mix","unit","30",0,"5","6.99","209.700","150","671.04","96","191.04","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_bambu_leave_in_8oz.webp"
"","Silicon Mix Bambu Shampoo Nutritivo 16oz","Silicon Mix","unit","12",0,"2.85","3.99","47.88","34.2","574.56","144","164.16","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_bambu_shampoo_nutritivo_16oz.webp"
"","Silicon Mix Perla Shampoo 16oz","Silicon Mix","unit","6",0,"2.55","3.9","23.4","15.299",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_perla_shampoo_16oz.webp"
"","Silicon Mix Perla Leave-In","Silicon Mix","unit","24",0,"5.1","7.15","171.600","122.399",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_perla_leave_in.webp"
"","Silicon Mix Argan Shampoo 16oz","Silicon Mix","unit","78",0,"2.96","4.15","323.700","230.88","74.7","18","21.42","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_argan_shampoo_16oz.webp"
"","Silicon Mix Argan Tratamento 36oz","Silicon Mix","unit","10",0,"8.36","11.95","119.5","83.6","143.4","12","43.08","C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\silicon_mix_argan_tratamento_36oz.webp"
"7896093001054","Vick Pyrenean c/ 30 Envelopes ","Farmácia ","unit","0",0,"55.99","78.45","0","0",0,0,0,""
"","Chá Seca Barriga Nutry Valle 150G - unidade","Chás ","unit","0",0,"2.79","5.95","0","0",0,0,0,"C:\\Users\\abner\\OneDrive\\Documents\\Discover Supply\\kyte_images_optimized\\ch__seca_barriga_nutry_valle_150g___unidade.webp"
