"Code","Name","Category","Unit","Current Stock","Minimum Stock","Cost","Price","Current Stock Value","Current Stock Cost","Amount Sold","Quantity Sold","Profit"
"","Thera Flu Daytime  Lemon c/ 20","Farmácia ","unit","0",0,"24.95","37.45","0","0",0,0,0
"","Pente Preto - Pote c/ 72 ","Higiene Pessoal","unit","18",0,"5.8","8.9","160.200","104.399","8.9","1","3.5"
"","Clear Eyes Colírio - unidade ","Farmácia ","unit","12",0,"3.54","4.95","59.400","42.480","118.8","24","33.84"
"","Vaporal Inalador em Tubo c/ 12 ","Farmácia ","unit","17",0,"7.5","12.75","216.75","127.5","38.25","3","15.75"
"","Advil PM c/ 50/2","Farmácia ","unit","6",0,"14.5","21.9","131.399","87","87.6","4","29.6"
"","Colgate Creme Dental Regular 4oz c/ 12","Higiene Pessoal","unit","20",0,"18","25.9","518","360","284.9","11","86.9"
"","Neosoro","Farmácia ","unit","593",0,"3.5","6.15","3646.950","2075.5","5,306.4","864","2,282.4"
"","Lenier Vita Plus Revitalizador Ampola - c/12","Ampolas ","unit","12",0,"17","25.75","309","204","412","16","140"
"","Lenier Nutri Plus Revitalizador Ampola - c/12","Ampolas ","unit","16",0,"17","25.75","412","272","334.75","13","113.75"
"","Mundial Alicate 735-PR","Produtos de Unha ","unit","0",0,"6.75","9.99","0","0","59.94","6","19.44"
"","Mundial Alicate 775 ","Produtos de Unha ","unit","0",0,"6.26","9.4","0","0",0,0,0
"null","Xarope Broncolito Infantil ","Suplementos ","unit","0",0,"6","8.95","0","0",0,0,0
"","Oral-B Escova de Dentes c/12","Farmácia ","unit","0",0,"4.5","6.49","0","0",0,0,0
"","Bubbaloo Morango c/47","Balas","unit","38",0,"3.8","5.8","220.4","144.4","11.6","2","4"
"","Bubbaloo Tuti Fruti c/47","Balas","unit","0",0,"3.8","5.8","0","0","17.4","3","5.85"
"","Trident Hortelã c/12 de 14 Unidades","Balas","unit","0",0,"10.85","15.39","0","0",0,0,0
"","Trident Bubblegum c/12 de 14 Unidades","Balas","unit","5",0,"11","15.45","77.25","55","15.45","1","4.45"
"","Alka Seltzer 50-2","","unit","16",0,"13.5","22.6","361.6","216","45.2","2","17.95"
"","Windex Glass Cleaner 500ml (16.8oz) c/12","Limpeza ","unit","0",0,"24","33.6","0","0","30.8","1","6.8"
"","Axe Shower Gel Black 250ml - c/12","Higiene Pessoal","unit","66",0,"22.95","32.95","2174.700","1514.7","32.95","1","10"
"null","Ajax Ultra Citrus Líquido 12.4oz c/20","Limpeza ","unit","0",0,"29.75","39.95","0","0",0,0,0
"null","Ajax Ultra Lemon Líquido 12.4oz c/20","Limpeza ","unit","0",0,"29.75","39.95","0","0",0,0,0
"","Dove Desodorante Stick Feminino Fresh 1.6oz c/12","Higiene Pessoal","unit","0",0,"26.16","39.9","0","0",0,0,0
"","Dove Desodorante Stick Feminino Powder 16oz - c/12","Higiene Pessoal","unit","5",0,"26.16","39.9","199.5","130.8","86.5","2","29"
"","Axe Shower Gel Dark Temptation 250ml - c/12","Higiene Pessoal","unit","102",0,"22.95","32.95","3360.9","2340.9","65.9","2","20"
"","Axe Shower Gel Africa 250ml - c/12","Higiene Pessoal","unit","0",0,"22.95","32.95","0","0",0,0,0
"null","Pilão de Madeira C/ Borda","Cozinha ","unit","0",0,"3","4.95","0","0",0,0,0
"","Tábua de Cortar Madeira 15x11","Cozinha ","unit","0",0,"4.25","6.39","0","0","19.17","3","6.42"
"","Stainless Steel Bowl Set 4","Cozinha ","unit","0",0,"3.75","5.65","0","0",0,0,0
"","Escorredor Set c/3","Cozinha ","unit","0",0,"3.75","5.65","0","0",0,0,0
"","Frigideira Non-Stick 9.5’","Cozinha ","unit","5",0,"4.5","6.75","33.75","22.5","20.25","3","6.75"
"","Panela 1.5QT Non-Stick","Cozinha ","unit","35",0,"5.5","8.25","288.75","192.5",0,0,0
"","Forma de Bolo Non-Stick 9.8” - unidade ","","unit","0",0,"2.75","4.15","0","0",0,0,0
"","Cafeteira Expresso Maker Alumínio  6 copos - unidade ","Cozinha ","unit","8",0,"5","8.95","71.6","40","8.95","1","3.95"
"","Forma de Bolo Quadrada 10x10 - unidade","Cozinha ","unit","3",0,"3.75","5.65","16.950","11.25",0,0,0
"","Forma de Bolo Redonda Non-Stick ‘10x4’ - unidade","Cozinha ","unit","0",0,"4.25","6.39","0","0",0,0,0
"","Bucha de Aço c/6","Limpeza ","unit","2",0,"1.15","1.95","3.9","2.3","117","60","48"
"","Escova de Roupa Plástico - unidade","Limpeza ","unit","0",0,"1","1.5","0","0",0,0,0
"","Escorredor Plástico Grande 39cm - unidade","Cozinha ","unit","24",0,"1.85","2.8","67.199","44.400","25.2","9","8.55"
"","Barracha Panela de Pressão 11lt Uniware","Acessórios ","unit","0",0,"3","4.5","0","0",0,0,0
"null","Borracha Panela de Pressão Uniware 7lt","Acessórios ","unit","0",0,"2.5","4.5","0","0",0,0,0
"","Yamasterol  Creme Tratamento Oleo de Argan 200g c/ 12","Produtos de Cabelo","unit","0",0,"1.75","29.99","0","0",0,0,0
"","Forma Pudim Alumínio #18 Arco Íris - unidade","Alumínio ","unit","0",0,"4.89","6.85","0","0",0,0,0
"","Forma Pudim Alumínio #20 Arco Íris - unidade","Alumínio ","unit","0",0,"5.07","6.99","0","0",0,0,0
"","Forma Bolo Alumínio #24 Arco Íris - unidade","","unit","0",0,"5.83","7.99","0","0",0,0,0
"","Forma Bolo Alumínio #22 Arco Íris - unidade","Alumínio ","unit","0",0,"5.83","7.58","0","0",0,0,0
"","Espeto para Churrrasco Cabo Madeira 75cm c/12","Diversos","unit","21",0,"45.59","63.82","1340.22","957.390","63.82","1","18.23"
"","Espeto Duas Pontas Cabo de Madeira 75cm c/12","","unit","13",0,"39.9","59.9","778.699","518.699","59.9","1","20"
"","Arco Iris Assadeira de Bolo #4 Retangular - unidade","Alumínio ","unit","18",0,"14.4","19.95","359.099","259.2","239.4","12","66.6"
"","Arco Iris Assadeira de Bolo #3 Retangular - unidade","Alumínio ","unit","28",0,"13.49","18.25","511","377.72","273.75","15","71.4"
"","Arco Iris Cuscuzeira Alumínio #16 - unidade","Alumínio ","unit","11",0,"10.26","18.95","208.45","112.86","341.1","18","156.42"
"null","Lola Argan Oil Máscara 230g","Lola ","unit","0",0,"4.4","6.2","0","0",0,0,0
"","Lola Argan Oil 50ml ","Lola ","unit","43",0,"47.4","71.4","3070.200","2038.2","1,212.35","17","406.55"
"","Lola Argan Oil Shampoo 250ml ","Lola ","unit","0",0,"5","6.99","0","0","41.94","6","11.94"
"","Lola Dream Cream Shampoo 250ml ","Lola ","unit","1",0,"4.4","6.2","6.2","4.4",0,0,0
"","Lola Dream Cream 450g","Lola ","unit","0",0,"6.8","9.55","0","0",0,0,0
"null","Lola Rapunzel Milk Spray 250ml","Lola ","unit","0",0,"6","8.45","0","0",0,0,0
"","Alcool  Verde 70% 16oz c/ 12","Farmácia ","unit","0",0,"22","33","0","0","33","1","11"
"","Finely óleo Rícino 60ml - c/12","Óleo ","unit","17",0,"13.68","27","459","232.56",0,0,0
"","Palha ","Diversos","unit","18",0,"40","60","1080","720","360","6","120"
"","Capilo Óleo de Arnica 2oz c/12","Capilo","unit","7",0,"9.6","17.85","124.950","67.2","35.7","2","16.5"
"","Baralho Aviator - c/12","Diversos","unit","0",0,"16.75","25.12","0","0","25.12","1","8.37"
"","Nivea Creme 150ml","Higiene Pessoal","unit","0",0,"2.66","5.9","0","0",0,0,0
"","Benadryl Pouch Anti-Alergico 60x2’s","Farmácia ","unit","0",0,"20","29.95","0","0",0,0,0
"","Tylenol PM Cap  50x2’s","Farmácia ","unit","8",0,"16.5","24.75","198","132","148.5","6","49.5"
"","Tic Tac Wintergreen c/12","Balas","unit","0",0,0,0,"0","0",0,0,0
"","Tic Tac Freshmint c/12","Balas","unit","0",0,0,0,"0","0",0,0,0
"null","Mentos Frutas Roll - c/15","Balas","unit","0",0,"14.25","22.95","0","0",0,0,0
"","Mentos Mint Roll - c/15","Balas","unit","0",0,"15","22.95","0","0",0,0,0
"","Wrigley 5 Gum Cobalt - c/15","","unit","7",0,"19.8","19.8","138.6","138.6",0,0,0
"","Álcool Clear 16oz 70% Swan ","Farmácia ","unit","7",0,"20.5","29.9","209.299","143.5","349.62","19","111.16"
"","Tams Fruit Sortido 8’s - 3pk Extra Strong","Farmácia ","unit","9",0,"22","29.95","269.55","198","29.95","1","7.95"
"","Trident White Dual Peppermint ","Balas","unit","0",0,"10.95","15.39","0","0",0,0,0
"","Vasilina 100g (3.75oz) c/12","Farmácia ","unit","16",0,"14.28","26.95","431.2","228.48","95.9","4","38.78"
"","Dove Spray Men Cool Fresh 150ml c/12","Higiene Pessoal","unit","7",0,"27","40.5","283.5","189","445.5","11","148.5"
"","Dove Spray Original 250ml c/12","Desodorante ","unit","0",0,"34.44","48.9","0","0","732.5","15","215.9"
"null","Dove Spray Invisible Care Floral 250ml c/ 12","Higiene Pessoal","unit","0",0,"31","44.45","0","0",0,0,0
"","Dove Wide Solid Powder Stick 1.6oz c/12","Desodorante ","unit","0",0,"26.16","39.9","0","0",0,0,0
"","Dove Wide Solid Original Stick 2.6oz c/12","Farmácia ","unit","0",0,"26.16","39.9","0","0",0,0,0
"","Almeida Prado 46 c/60 comprimidos","Farmácia ","unit","0",0,"9","13.95","0","0",0,0,0
"","Giovanna Baby Kit Colônia, Hidratante e Sabonete Barra - unidade ","Perfumaria ","unit","3",0,"12.18","18.39","55.17","36.54","36.78","2","12.42"
"","Giovanna Baby Kit Necessaire Blue (Colonia, Hidratante & Sabonete Barra) unidade ","Perfumaria ","unit","3",0,"12.18","18.27","54.81","36.54","36.54","2","12.18"
"","Giovanna Baby Flores Kit (Body Splash & Sabonete Barra) unidade ","Perfumaria ","unit","0",0,"10.22","15.33","0","0",0,0,0
"","Giovanna Baby Classic Desodorante Roll-on 50ml - unidade ","Desodorante ","unit","0",0,"2.85","3.98","0","0","543.72","138","150.42"
"","Giovanna Baby Blue Desodorante Roll-on 50ml - unidade","Desodorante ","unit","0",0,"2.85","3.98","0","0","597","150","169.5"
"","Giovanna Baby Lilac Desodorante Roll-on 50ml - unidade ","Desodorante ","unit","78",0,"2.85","3.98","310.44","222.3","238.8","60","67.8"
"","Ideal Amolecedor de Cutículas Emuliente com Lavanda 100ml c/12","Ideal","unit","35",0,"29.79","39.95","1398.25","1042.649","79.9","2","20.32"
"","Ideal Amolecedor de Cutícula Olé de Algodão 100ml - com 12 ","Ideal","unit","18",0,"28.79","39.95","719.1","518.22","79.9","2","22.32"
"","Anil Colman Líquido com 3/200ml","Limpeza ","unit","1",0,"15.39","21.75","21.75","15.39","43.5","2","12.72"
"","Arco Iris Assadeira #2 - unidade","Cozinha ","unit","16",0,"5.71","8.99","143.84","91.36","80.91","9","29.52"
"","Arco Iris Canecão Alumínio Cabo de Madeira -unidade","Alumínio ","unit","0",0,"5.01","7.29","0","0","72.9","10","22.8"
"","Sabonete  Barra Granado de Enxofre 90g","Higiene Pessoal","unit","14",0,"35.69","44.9","628.6","499.659","284.4","6","70.26"
"","Arco Iris Cuscuzeira de Alumínio #14 - unidade","","unit","29",0,"7.69","16.99","492.71","223.010","169.9","10","93"
"","Lola Shampoo Creoula 250g","Lola ","unit","43",0,"4.8","6.75","290.25","206.4",0,0,0
"","Lola Creoula Creme Desembaraçante 500g","Lola ","unit","24",0,"7.6","10.65","255.600","182.399",0,0,0
"null","Lola Creoula Creme de Pentear 500g","Lola ","unit","0",0,"7.6","10.65","0","0",0,0,0
"","Lola Ondulados Creme Texturizador 500g","Lola ","unit","0",0,"6.8","9.55","0","0",0,0,0
"","Lola Ondulados Condicionador 500g","Lola ","unit","60",0,"6.4","8.97","538.2","384",0,0,0
"","Nutry Valle Cha Mix 37 Ervas 200g","Chás ","unit","5",0,"2.79","5.95","29.75","13.95","35.7","6","18.96"
"","Permanganato de Potásio","Farmácia ","unit","0",0,"15","22.9","0","0",0,0,0
"","Elixir de Inhame 355ml - unidade","Suplementos ","unit","162",0,"7.8","10.95","1773.899","1263.6","985.5","90","283.5"
"","Dove Spray Original c/12 150ml ","Higiene Pessoal","unit","24",0,"27.6","40.5","972","662.400","702","17","232.8"
"null","Dove Spray Men Total Protection c/12 150ml ","Desodorante ","unit","0",0,"26.5","42.95","0","0",0,0,0
"","Dove Spray Invisible Dry c/12 150ml ","Desodorante ","unit","36",0,"26.52","40.45","1456.2","954.72","444.95","11","153.23"
"","Dove Spray Clean Comfort Men c/12 150ml","Desodorante ","unit","0",0,"26.75","40.5","0","0",0,0,0
"","Dove Spray Beauty c/12 150ml","Desodorante ","unit","19",0,"26.5","40.5","769.5","503.5","288.4","7","102.9"
"","Dove Spray Men Extra Fresh","Desodorante ","unit","0",0,"26.5","42.75","0","0",0,0,0
"","DLC Óleo de Coco Líquido 2oz c/12","De La Cruz","unit","0",0,"21","34","0","0",0,0,0
"","DLC Óleo Rosa Mosqueta 100% 1oz c/12","De La Cruz","unit","5",0,"63","90.55","452.75","315","452.75","5","137.75"
"","Cimegripe cartela c/20 - unidade ","Farmácia ","unit","1685",0,"7","11.95","20135.75","11795","9,201.5","770","3,811.5"
"","Adeforte Ampola Vitamina - unidade","Farmácia ","unit","0",0,"9","14.9","0","0","1,311.2","88","519.2"
"null","Pomada Calminex","Farmácia ","unit","0",0,"14","19.95","0","0",0,0,0
"","Gota do Zeca 100ml c/12","Farmácia ","unit","46",0,"41.8","58.75","2702.5","1922.8","235","4","67.8"
"","Giovanna Baby Blue Desodorante Aerosol 150ml - unidade ","Farmácia ","unit","90",0,"3.75","5.25","472.5","337.5","1,291.5","246","369"
"","Giovanna Baby Aerosol Classic 150ml - unidade ","","unit","174",0,"3.75","5.25","913.5","652.5","1,039.5","198","297"
"","Giovanna Baby Hidratante Classic - unidade ","","unit","150",0,"5.33","7.49","1123.5","799.5","269.64","36","77.76"
"null","Depiflax Óleo Pos Depilação 100ml","","unit","0",0,"5.78","8.9","0","0",0,0,0
"null","Sol Natus Granola Tradicional c/6 350g","","unit","0",0,"20.99","29.99","0","0",0,0,0
"","Sol Natus Chá Calm 59g c/6","Chás ","unit","11",0,"19.71","29.56","325.159","216.81",0,0,0
"","Bepantol Baby - unidade","","unit","0",0,"10.49","19.9","0","0",0,0,0
"","Extrato de Própolis Gotas - c/20","Suplementos ","unit","0",0,"79.95","79.95","0","0",0,0,0
"","Desodorante Creme Herbissimo Neutro c/12","Desodorante ","unit","0",0,"16.79","25.2","0","0","151.2","6","50.46"
"","Desodorante Creme Herbissimo Lavanda c/12","Desodorante ","unit","37",0,"16.79","25.2","932.4","621.23","126","5","42.05"
"","Desodorante Creme Herbissimo Sensitive c/12","Desodorante ","unit","2",0,"16.79","25.2","50.4","33.58","277.2","11","92.51"
"","Dove Desodorante Spray Feminino Go Fresh Pomogranate & Lemon Verbena 150ml c/12","Desodorante ","unit","0",0,"26.5","40.5","0","0",0,0,0
"","Dove Desodorante Spray Feminino Go Fresh Pear & Aloe Vera 150ml c/12","Desodorante ","unit","65",0,"26.52","40.9","2658.5","1723.8","366.2","9","127.52"
"","Dove Desodorante Spray Feminino Go Fresh Apple & White Tea 150ml c/12","Desodorante ","unit","24",0,"27","40.9","981.599","648","204.5","5","69.5"
"","Dove Desodorante Spray Men Invisible Dry 150ml c/12","Desodorante ","unit","0",0,"27","40.9","0","0",0,0,0
"","Dove Desodorante Spray Men Sport 150ml c/12","Desodorante ","unit","0",0,"31.8","40.5","0","0",0,0,0
"","Toyo Isqueiro Display c/50","Diversos","unit","51",0,"5.25","14.95","762.449","267.75","31.85","3","16.1"
"","Johnson & Johnson Band Aid 60 count c/12","Farmácia ","unit","2",0,"29.5","44.5","89","59","311.5","7","105"
"","Bubbaloo Amora Azeda ","Balas","unit","37",0,"3.8","5.8","214.6","140.6","17.4","3","6"
"","Dramamine Display c/25/2","Farmácia ","unit","0",0,"14.7","22.15","0","0",0,0,0
"","Bubbaloo Menta c/47","Balas","unit","38",0,"3.8","5.8","220.4","144.4","5.8","1","2"
"","Dayquil c/32/2","Farmácia ","unit","4",0,"33","46.9","187.6","132","417.1","9","140.1"
"","Tic Tac Laranja Display c/ 12","Balas","unit","9",0,"22.5","31.5","283.5","202.5","63","2","18"
"","Tic Tac Frutas Sortidas Display c/12","Balas","unit","0",0,0,0,"0","0",0,0,0
"","Tic Tac Frutas Tropicais Display c/12","Balas","unit","0",0,0,0,"0","0",0,0,0
"","Midol Display c/25/2","Farmácia ","unit","0",0,"11.25","16.95","0","0",0,0,0
"","Tesourinha Stainless Steel Ponta Curva ","Diversos","unit","64",0,"1.5","3","192","96","36","12","18"
"","Escova Plástica com Alça Plastica Sortida - unidade","Limpeza ","unit","96",0,"1.25","1.95","187.2","120",0,0,0
"","Faca Branca Stainless Steel 8” - unidade","Cozinha ","unit","16",0,"1.35","2.45","39.2","21.6","14.7","6","6.6"
"","Faca Branca Stainless Steel 10” - unidade","Cozinha ","unit","18",0,"1.5","2.75","49.5","27","35.75","13","16.25"
"","Food Container Redondo Silicon Ring 3 Peças","Cozinha ","unit","29",0,"2","3","87","58","30","10","10"
"","Forma de Pizza Non-Stick 12” - unidade","Cozinha ","unit","39",0,"2.5","3.75","146.25","97.5",0,0,0
"","Forma Redonda com Trava 10”x3” - unidade","Cozinha ","unit","0",0,"4.75","7.15","0","0",0,0,0
"","Panela Non-Stick com Tampa de Vidro 3.5QT","Cozinha ","unit","11",0,"7.75","11.95","131.45","85.25","35.85","3","12.6"
"","Leiteira de Inox com Cabo Plástico 24oz - unidade ","Cozinha ","unit","0",0,"3.25","4.95","0","0",0,0,0
"","Baralho Copag C/12","Diversos","unit","18",0,"63.74","76.95","1385.100","1147.32","1,261.4","17","263.84"
"","Sol Natus Cura Tudo Líquida 500ml","","unit","108",0,"5.62","7.9","853.2","606.96","616.2","78","177.84"
"","Melitta Filtro de Papel 103 - 6 C/30","","unit","66",0,"9.09","15.95","1052.7","599.939","27.3","2","9.12"
"","Melitta Filtro de Papel 102 - 6 C/30","","unit","8",0,"8.49","12.9","103.2","67.92",0,0,0
"","Engov After Bebida Reidratante Red Hits 250ml - com 6","Suplementos ","unit","11",0,"26.99","35.9","394.9","296.89","224.9","6","62.96"
"","Skala Creme de Pentear Dona Skala 250g C/12","Skala","unit","0",0,"23.99","31.18","0","0",0,0,0
"","Skala Creme 12 em 1 - 1kg C/6","Skala","unit","35",0,"13.29","20.9","731.5","465.15","189","10","56.1"
"","Skala Creme Abacate 1Kg","Skala","unit","0",0,"17.99","20.9","0","0","313.92","16","26.08"
"","Skala Creme Argila Branca 1kg C/6","Skala","unit","4",0,"16.99","22.99","91.96","67.96","309.45","16","96.81"
"","Skala Creme Banana e Bacuri 1Kg C/6","Skala","unit","10",0,"16.99","22.99","229.899","169.899",0,0,0
"","Skala Creme Cacau 1kg C/6","Skala","unit","49",0,"16.99","22.99","1126.51","832.509","327.3","17","101.37"
"","Skala Creme Coquetel de Frutas 1Kg C/6","Skala","unit","18",0,"16.99","22.99","413.82","305.82","270.6","14","84.54"
"","Skala Creme Bomba de Vitamimas 1kg C/6","Skala","unit","9",0,"16.99","22.99","206.91","152.91","328.79","17","22.96"
"","Skala Creme Divina Cor 1kg C/6","Skala","unit","68",0,"16.99","22.99","1563.32","1155.32","172.1","9","52.49"
