"Code","Name","Category","Unit","Current Stock","Minimum Stock","Cost","Price","Current Stock Value","Current Stock Cost","Amount Sold","Quantity Sold","Profit"
"","Bucha Verde e Amarela c/2 ","Limpeza ","unit","6",0,"0.75","1.15","6.899","4.5","27.6","24","9.6"
"","Pilão de Bambu ","Cozinha ","unit","0",0,"3.25","4.95","0","0",0,0,0
"","Food Container Quadrada Silicon Ring 3 Peças","Cozinha ","unit","31",0,"2.75","4.15","128.65","85.25","74.7","18","25.2"
"","Tesoura de Cozinha 8.25” Sortido","Cozinha ","unit","153",0,"1.35","2.25","344.25","206.55","13.5","6","5.4"
"","Caneca de Inox 9cm ","Cozinha ","unit","32",0,"0.75","1.25","40","24",0,0,0
"","Marmita Térmica Flor","","unit","20",0,"9.05","12.69","253.799","181",0,0,0
"","Sacola para Hambúrguer C/500unidade","Farmácia ","unit","0",0,"32.15","45.49","0","0",0,0,0
"","Germa Pedra Hume pó 3oz","","unit","72",0,"2.11","3.19","229.68","151.92",0,0,0
"","Germa Verruguin","Germa","unit","72",0,"3.65","5.49","395.280","262.8","131.76","24","44.16"
"","Cacio Granulado Jupin 80gr","Farmácia ","unit","30",0,"1.26","2.25","67.5","37.8",0,0,0
"","Shampoo Anticaspa Limpeza diária Clear Men 200ml","","unit","0",0,"3.6","5.4","0","0",0,0,0
"","Bucha Vegetal Gigante unitário - unidade","Diversos","unit","21",0,"4.95","6.95","145.950","103.95","271.05","39","78"
"","Boé Brilho Reparador Gotas 2oz unidade","Produtos de Cabelo","unit","192",0,"4.28","6.45","1238.4","821.76",0,0,0
"","Bailarina Chá Verde Sabor Ginseng 18bags","Chás ","unit","108",0,"3.2","4.49","484.92","345.6","107.76","24","30.96"
"","Diabet TX Talco Líquido-Goicoechea para pele 2.3oz unidade","Farmácia ","unit","62",0,"6.98","9.98","618.76","432.760",0,0,0
"","Gel Xtreme Clear 1kg - unidade ","","unit","66",0,"2.25","3.75","247.5","148.5",0,0,0
"","Fini Carmed Labial Ácido Hialurônico - unidade","Diversos","unit","56",0,"5","6.8","380.8","280","40.8","6","10.8"
"","Dorival Cápsula C/36","Farmácia ","unit","15",0,"25","35.9","538.5","375","430.8","12","130.8"
"","Pomada Canela de Velho","Acessórios ","unit","6",0,"5.04","6.99","41.94","30.240","41.94","6","11.7"
"","Gel Arnica Fashion Extra Forte - unidade","Fashion","unit","0",0,"3.46","5.95","0","0",0,0,0
"","Sebo de Carneiro Fashion ","Fashion","unit","0",0,"3.99","5.98","0","0","143.52","24","47.76"
"7896094903067","Biotônico Fontoura - unidade","Suplementos ","unit","0",0,"12.28","17.2","0","0",0,0,0
"","Emulsão de Scott 400ml - unidade ","Suplementos ","unit","30",0,"11.06","16.6","498.000","331.8",0,0,0
"","DLC Pomada Arnica c/12","De La Cruz","unit","15",0,"29.28","42.95","644.25","439.200","42.95","1","13.67"
"","DLC Pomada Alcanfor De la Cruz - unidade ","De La Cruz","unit","12",0,"34.68","52.2","626.400","416.159",0,0,0
"","Pomada Veneno de Abelha e Cobra ","Acessórios ","unit","26",0,"3.95","5.95","154.700","102.7","35.7","6","12"
"106787","Óleo Rosa Mosqueta Capilo ","Capilo","unit","49",0,"47.4","69.95","3427.55","2322.6","1,811.55","26","602.55"
"10324286155023","DLC Óleo de Rícino/Castor Oil ","De La Cruz","unit","14",0,"13.92","32.2","450.800","194.88","351.95","11","198.83"
"","Óleo de Eucalipto DLC c/ 12 2 oz","De La Cruz","unit","11",0,"42","59.95","659.45","462","239.8","4","71.8"
"0324286155101","DLC Bicarbonato de Sódio ","De La Cruz","unit","660",0,"1.47","2.2","1452.000","970.199","134.2","15","112.15"
"7896902206380","Farmax Bicarbonato de Sódio Display c/12","Farmax ","unit","38",0,"21.59","30.25","1149.5","820.42","605","20","173.2"
"7896902206458","Sal Amargo Farmax Display c/12","Farmax ","unit","9",0,"13.99","21.9","197.1","125.91","109.5","5","39.55"
"","Água Boricada Farmax  com 12 unidades ","Farmax ","unit","20",0,"19.19","26.9","538","383.8","161.4","6","46.26"
"7896902210653","Água Oxigenada volume 40 Farmax c/12 ","Farmax ","unit","0",0,"14.39","19.95","0","0","19.95","1","5.56"
"7896902210615","Água Oxigenada volume 30 Farmax c/12 ","Farmax ","unit","0",0,"14.39","19.95","0","0","359.1","18","100.08"
"","Água Oxigenada volume 10 Farmax c/12 ","Farmax ","unit","0",0,"12.72","18.9","0","0","18.9","1","6.18"
"17896902210032","Cloreto de Magnésio Farmax Display c/12","Farmax ","unit","0",0,"41.98","58.9","0","0",0,0,0
"7896902209121","Acetona Farmax 100ml c/ 12 unidades ","Farmax ","unit","0",0,"17.59","25.95","0","0","640.75","25","201"
"7896902211025","Óleo de Argan Farmax Display c/12","Farmax ","unit","24",0,"25.9","36.29","870.96","621.599",0,0,0
"7896902217003","Óleo Rosa Mosqueta Farmax 100ml c/12","Farmax ","unit","0",0,"25.9","39.95","0","0","39.95","1","14.05"
"7896902209763","Pedra Hume Spray Farmax Display c/12","Farmax ","unit","24",0,"45.05","63.05","1513.199","1081.199","436.05","7","107.5"
"7896902211124","Óleo de Babosa Farmax Display c/12","Farmax ","unit","1",0,"25.9","36.29","36.29","25.9","72.58","2","20.78"
"","Pedra Hume Pó Farmax Display c/24","Farmax ","unit","14",0,"38.37","53.75","752.5","537.18","268.75","5","76.9"
"7896902212510","Óleo de Rícino Farmax Display c/12","Farmax ","unit","0",0,"24.43","36.65","0","0",0,0,0
"","Solução Fisiológica Farmax 500ml","Farmax ","unit","48",0,"2.76","4.15","199.200","132.48","6,516.42","1,494","2,179.86"
"17896679221743","Ideal Amolecedor de Cutículas Manteiga de Karitê 100ml - com 12 ","Ideal","unit","42",0,"28.79","39.95","1677.9","1209.18","277.45","7","75.92"
"7897158700011","Gota Dourada Tônico Capilar Alho Display c/24 30ml","Acessórios ","unit","14",0,"46.79","64.2","898.800","655.06","760.29","12","204.01"
"","Gel Arnica Dr. Ideal - unidade ","Ideal","unit","0",0,"3.93","5.5","0","0","264","48","75.36"
"7896075702023","Pinça Merheje Pote c/ 120","Acessórios ","unit","12",0,"30.09","45.15","541.8","361.08","313.9","7","103.27"
"7896075701491","Espátula de Unha Merheje c/36 ","Produtos de Unha ","unit","14",0,"29.4","42.45","594.300","411.599","84.9","2","26.1"
"7896229996131","Ampola Natuhair Vitamina A+E+B5 display com 24","Ampolas ","unit","0",0,"21.59","32.4","0","0",0,0,0
"7896015520533","Sonrisal Display c/30 Envelopes","Farmácia ","unit","39",0,"30","52","2028","1170","2,020","39","850"
"7896015560027","Eno Sal de Frutas c/30 Envelopes Duplo","Farmácia ","unit","20",0,"33.99","49.9","998","679.800","1,497","30","457.1"
"7896094914155","Estomazil c/ 50 Envelopes ","Farmácia ","unit","46",0,"72","105","4830","3312","4,354.89","42","1,330.89"
"7896094903289","Epocler - Display com 60 frascos","Farmácia ","unit","17",0,"75","119","2023","1275","5,747","48","2,107"
"7898040920159","Boldo Flora 7 Ervas c/56","Farmácia ","unit","9",0,"33.99","47.6","428.400","305.91","380.8","8","108.88"
"07898607020063","Xarope Misto Alho, Limão e Roma","Suplementos ","unit","0",0,"4.87","7.9","0","0","521.4","66","199.98"
"7898607020070","Xarope Misto Agrião Plus Mel ","Suplementos ","unit","0",0,"4.87","7.9","0","0","331.8","42","127.26"
"","Xarope da Vovó ","Suplementos ","unit","108",0,"5.31","7.95","858.6","573.479","6,396.94","802","2,012.08"
"7898607020117","Xarope Misto 7 Ervas Plus Mel ","Suplementos ","unit","6",0,"4.87","7.9","47.400","29.22","758.4","96","290.88"
"","Xarope Anti Verme ","Suplementos ","unit","78",0,"4.87","7.95","620.1","379.86","572.4","72","221.76"
"7896521462563","Xarope Antigripal","Suplementos ","unit","36",0,"3.89","6.9","248.4","140.04","1,780.2","258","632.58"
"","Silicon Mix Argan Tratamento 16oz","Silicon Mix","unit","78",0,"5.15","6.99","545.22","401.700","377.46","54","99.36"
"","Silicon Mix Argan Leave-In 8oz","Silicon Mix","unit","106",0,"5.04","7.56","801.36","534.24","226.8","30","75.6"
"","Silicon Mix Argan Gotas 4oz","Silicon Mix","unit","84",0,"5.6","7.9","663.6","470.4","189.6","24","55.2"
"","Lixa de Unha c/ 120","Produtos de Unha ","unit","1",0,"9.1","15.9","15.9","9.1","31.8","2","13.6"
"","Pedra Pomes Santa Clara c/ 12","Acessórios ","unit","17",0,"10.39","14.9","253.3","176.63","59.6","4","18.04"
"","Palito de Unha Paraju Duas Pontas c/ 100","Produtos de Unha ","unit","0",0,"51.29","71.8","0","0","215.4","3","61.53"
"","Palito de Unha Paraju Espátula c/ 100","Produtos de Unha ","unit","4",0,"57.59","78.75","315","230.36","78.75","1","21.16"
"","Creme de Massagem Cleópatra - unidade","Pomadas","unit","0",0,"9","14.95","0","0",0,0,0
"7896902208254","Po Descolorante Queratina Farmax 50g","Farmax ","unit","0",0,"30.03","42.75","0","0",0,0,0
"7896221803017","Marcia Descolorante Camomila c/12","Farmácia ","unit","28",0,"30.59","39.99","1119.72","856.52","1,350.4","34","310.34"
"7898213880747","Romã e Mel Spray c/16","Farmácia ","unit","0",0,"56.83","79.95","0","0","159.9","2","46.24"
"7898213880723","Própolis Completo Spray c/16","Farmácia ","unit","0",0,"56.83","86.59","0","0","86.59","1","29.76"
"7898213880815","Própolis Extrato Spray c/16","Farmácia ","unit","0",0,"49.72","86.59","0","0",0,0,0
"7898580382103","Desodorante Creme Pierre Alexander ","Desodorante ","unit","319",0,"6.49","8.95","2855.049","2070.31","966.6","108","265.68"
"","Vela para Filtro São João ","Diversos","unit","87",0,"2.52","3.8","330.599","219.24","87.4","23","29.44"
"17896020160059","Tenys Pé Baruel Original c/12","Higiene Pessoal","unit","0",0,"42.49","57.9","0","0","347.4","6","92.46"
"17896020160066","Tenys Pé Baruel Canforado c/12","Higiene Pessoal","unit","0",0,"45.89","59.95","0","0","359.7","6","84.36"
"","Bucha Vegetal c/6","Higiene Pessoal","unit","0",0,"11.69","16.45","0","0","296.1","18","85.68"
"","Forma de Bolo #24","Alumínio ","unit","0",0,"4.83","6.46","0","0",0,0,0
"","Forma de Bolo Arco Iris #26 - unidade","Alumínio ","unit","27",0,"18.16","24.9","672.3","490.32",0,0,0
"","Forma Pudim Alumínio #22 - unidade","Alumínio ","unit","0",0,"3.95","5.95","0","0",0,0,0
"7896512904089","Polvilho Granado Tradicional c/12","Higiene Pessoal","unit","24",0,"39.95","57.95","1390.800","958.800","1,627.45","28","448.01"
"17896049528519","Desodorante Creme Herbissimo Tradicional c/12","Desodorante ","unit","44",0,"15.79","25.2","1108.8","694.76","1,083.6","43","404.63"
"7896092000072","Desodorante Dap Roll-On Sem Perfume com 6","Desodorante ","unit","475",0,"17.49","26.95","12801.25","8307.75","350.35","13","122.98"
"7896092000010","Desodorante Dap Pote Sem Perfume com 6 ","Desodorante ","unit","322",0,"16.79","25.95","8355.9","5406.38","570.9","22","201.52"
"","Canecão de Alumínio Cabo de Madeira #12 1L","Alumínio ","unit","1",0,"4.83","7.24","7.24","4.83","36.2","5","12.05"
"","Canecão de Alumínio Cabo de Madeira #14 1.5L","Alumínio ","unit","1",0,"8.29","7.9","7.9","8.29",0,0,0
"","Canecão de Alumínio Preto #12 1L","Alumínio ","unit","0",0,"4.83","7.25","0","0","14.5","2","4.84"
"","Canecão de Alumínio CRS#12  black cabo plástico 1lts","Alumínio ","unit","22",0,"5.53","8.29","182.38","121.660","33.16","4","11.04"
"7898583470111","Casco de Cavalo Endurecedora Trop Care c/ 12","Produtos de Unha ","unit","74",0,"44.09","59.95","4436.3","3262.660","1,019.15","17","269.62"
"7898583470210","Casco de Cavalo Fortalecedora Trop Care - c/12","Produtos de Unha ","unit","15",0,"41.64","58.95","884.25","624.6","1,195","20","323"
"7898964247578","Volia Gel Classic Cover Glitter - unidade","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0
"7898964247554","Volia Gel Classic Pink Glitter - unidade ","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0
"7898964247547","Volia Gel Classic Nude Glitter - unidade","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0
"7898964247219","Volia Gel Classic Pink - unidade","Produtos de Unha ","unit","0",0,"23.09","32.49","0","0",0,0,0
"","Vita Seiva Bálsamo Tratamento Babosa","Vita Seiva","unit","0",0,"6.53","9.95","0","0",0,0,0
"","Vita Seiva Shampoo Côco ","Vita Seiva","unit","144",0,"4.79","4.99","718.560","689.76","29.94","6","1.2"
"","Vita Seiva Condicionador de Côco ","Vita Seiva","unit","186",0,"5.02","5.95","1106.7","933.719","35.7","6","5.58"
"","Vita Seiva Tratamento Manteiga e Oleo de Côco","Vita Seiva","unit","12",0,"5.54","5.95","71.4","66.48","128.7","18","28.98"
"","Vita Seiva Creme Tratamento de Rosa Mosqueta ","Vita Seiva","unit","246",0,"6.49","6.99","1719.54","1596.54","41.94","6","3"
"","Vita Seiva Shampoo de Rosa Mosqueta","Vita Seiva","unit","72",0,"4.79","4.99","359.280","344.88","29.94","6","1.2"
"","Vita Seiva Condicionador de Rosa Mosqueta","Vita Seiva","unit","0",0,"5.19","5.95","0","0",0,0,0
"","Silicon Mix Tratamento Regular 8oz","Silicon Mix","unit","84",0,"2.52","3.8","319.2","211.68","45.6","12","15.36"
"","Silicon Mix Tratamento Regular 16oz","Silicon Mix","unit","12",0,"4.7","6.59","79.08","56.400","1,146.66","174","328.86"
"","Silicon Mix Tratamento Regular 60oz","Silicon Mix","unit","36",0,"12.15","16.99","611.64","437.400","611.64","36","174.24"
"","Silicon Mix Tratamento Regular 36oz","Silicon Mix","unit","12",0,"7.15","9.95","119.399","85.800","1,072.32","108","300.12"
"","Silicon Mix Shampoo Hidratante 16oz","Silicon Mix","unit","94",0,"2.85","3.99","375.06","267.900","454.86","114","129.96"
"","Silicon Mix Gotas de Brilho 4oz","Silicon Mix","unit","204",0,"5.4","7.85","1601.399","1101.600","329.7","42","102.9"
"","Silicon Mix Liso Sedoso Leave-In 8oz","Silicon Mix","unit","141",0,"5","6.99","985.59","705","419.4","60","119.4"
"","Silicon Mix Bambu Tratamento 16oz","Silicon Mix","unit","60",0,"4.7","6.59","395.4","282","1,225.74","186","351.54"
"","Silicon Mix Bambu Tratamento 8oz","Silicon Mix","unit","24",0,"2.52","3.85","92.4","60.480","92.4","24","31.92"
"","Silicon Mix Bambu Tratamento 36oz","Silicon Mix","unit","0",0,"7.15","9.95","0","0","895.5","90","252"
"","Silicon Mix Bambu Tratamento 60oz","Silicon Mix","unit","18",0,"10.8","16.99","305.82","194.4","713.58","42","259.98"
"","Silicon Mix Gotas de Bambu 4oz","Silicon Mix","unit","162",0,"5","7.85","1271.7","810","659.4","84","239.4"
"","Silicon Mix Bambu Leave-In 8oz","Silicon Mix","unit","30",0,"5","6.99","209.700","150","671.04","96","191.04"
"","Silicon Mix Bambu Shampoo Nutritivo 16oz","Silicon Mix","unit","12",0,"2.85","3.99","47.88","34.2","574.56","144","164.16"
"","Silicon Mix Perla Shampoo 16oz","Silicon Mix","unit","6",0,"2.55","3.9","23.4","15.299",0,0,0
"","Silicon Mix Perla Leave-In","Silicon Mix","unit","24",0,"5.1","7.15","171.600","122.399",0,0,0
"","Silicon Mix Argan Shampoo 16oz","Silicon Mix","unit","78",0,"2.96","4.15","323.700","230.88","74.7","18","21.42"
"","Silicon Mix Argan Tratamento 36oz","Silicon Mix","unit","10",0,"8.36","11.95","119.5","83.6","143.4","12","43.08"
"7896093001054","Vick Pyrenean c/ 30 Envelopes ","Farmácia ","unit","0",0,"55.99","78.45","0","0",0,0,0
"","Chá Seca Barriga Nutry Valle 150G - unidade","Chás ","unit","0",0,"2.79","5.95","0","0",0,0,0
"","Crece Pelo Tratamento 16oz - unidade","Produtos de Cabelo","unit","12",0,"4.5","6.3","75.6","54","189","30","54"
"","Crece Pelo Tratamento 36oz - unidade","Produtos de Cabelo","unit","6",0,"7","9.95","59.699","42","119.4","12","35.4"
"7464396434000","Crece Pelo Ampola - Display c/24","Produtos de Cabelo","unit","16",0,"40","56","896","640","56","1","16"
"","Íntimo Gel Angels 8oz - unidade","Higiene Pessoal","unit","13",0,"3.2","4.9","63.7","41.6",0,0,0
"7896806700038","Leite de Rosas 170ml - c/12","Desodorante ","unit","0",0,"23.16","39","0","0",0,0,0
"7896806700021","Leite de Rosas 100ml - c/12","Desodorante ","unit","24",0,"20.76","35.4","849.599","498.24","212.4","6","87.84"
"0324286153411","DLC Merthiolate c/12","De La Cruz","unit","23",0,"19.8","29.9","687.699","455.400",0,0,0
"0324286153619","DLC Tintura de Violeta  c/12","De La Cruz","unit","9",0,"15.84","25.4","228.6","142.56","50.8","2","19.12"
"7464521733060","Mel Balsamic Jarabe ","Suplementos ","unit","36",0,"3.75","7.9","284.400","135","616.2","78","323.7"
"7898484500870","Seca Barriga, Goge Berry + Colágeno c/6 unidades, 120 cápsulas ","Suplementos ","unit","2",0,"45.78","59.4","118.8","91.56",0,0,0
"78905108","Pomada Minancora c/12","Farmácia ","unit","0",0,"79.84","107.95","0","0","1,403.35","13","365.43"
"","Hipoglos Pomada Regular - unidade","Farmácia ","unit","0",0,"9","16.95","0","0","1,824.6","108","852.6"
"","Bepantol Líquido Derma - unidade ","Farmácia ","unit","166",0,"16.79","26.9","4465.4","2787.14","538","20","202.2"
"","Bepantol Derma Hidratante Creme - unidade","Farmácia ","unit","0",0,"17.44","28.95","0","0","636.9","22","253.22"
"","Cortador de Feijão unidade","Acessórios ","unit","43",0,"2.33","3.49","150.070","100.19","20.94","6","6.96"
"7896075707219","Espátula Profissional Inox Merheje ","Produtos de Unha ","unit","0",0,"3.49","4.9","0","0",0,0,0
"7896279103787","Óleo de Amêndoas com Colágeno Muriel c/6 100 ml","Óleo ","unit","11",0,"33.99","44.99","494.890","373.890","179.39","4","49.43"
"7898277711032","Guaraná em Capsula Arte Nativa","Suplementos ","unit","0",0,"1.85","2.95","0","0",0,0,0
"","Sol Natus Chá Abacateiro ","Chás ","unit","0",0,"14.54","25.85","0","0","25.85","1","11.31"
"","Sol Natus Chá Açafrão ","Chás ","unit","206",0,"13.84","24.95","5139.7","2851.04","224.55","9","99.99"
"","Sol Natus Chá Agoniada ","Chás ","unit","7",0,"14.54","25.95","181.65","101.78",0,0,0
"","Sol Natus Chá Alcachofra ","Chás ","unit","0",0,"14.54","25.95","0","0","207.6","8","91.28"
"","Sol Natus Chá Alcaçuz ","Chás ","unit","0",0,"13.85","24.95","0","0",0,0,0
"","Sol Natus Chá Alecrim ","Chás ","unit","61",0,"16.62","24.95","1521.95","1013.82","487.05","19","198.31"
"","Sol Natus Chá Alfazema ","Chás ","unit","206",0,"16.1","24.95","5139.7","3316.600","349.3","14","123.9"
"","Sol Natus Chá Algodão Folha","Chás ","unit","257",0,"16.62","24.95","6412.15","4271.34","1,163.05","45","350.67"
"","Sol Natus Chá Amora Branca ","Chás ","unit","62",0,"16.62","24.95","1546.899","1030.44","744.35","29","334.39"
"","Sol Natus Chá Angélica - pct c/6","Chás ","unit","0",0,"13.85","24.95","0","0",0,0,0
"","Sol Natus Chá Arnica ","Chás ","unit","293",0,"16.62","24.95","7310.349","4869.66","722.6","28","307.16"
"","Sol Natus Chá Aroeira ","Chás ","unit","87",0,"13.85","24.95","2170.65","1204.95","349.3","14","155.4"
"","Sol Natus Chá Arruda ","Chás ","unit","59",0,"16.62","24.95","1472.05","980.58","462.1","18","135.9"
"","Sol Natus Chá Artemísia ","Chás ","unit","18",0,"13.85","24.95","449.099","249.299","74.85","3","33.3"
"","Sol Natus Chá Assa Peixe ","Chás ","unit","23",0,"13.85","25.95","596.85","318.55","51.9","2","24.2"
"","Sol Natus Chá  Erva Baleeira ","Chás ","unit","24",0,"15.82","26.95","646.8","379.68","161.7","6","66.78"
"","Sol Natus Chá Barbatimão ","Chás ","unit","32",0,"16.62","24.65","788.8","531.84","660.35","25","288.53"
"","Sol Natus Chá Bardana ","Chás ","unit","14",0,"15.82","26.9","376.599","221.480",0,0,0
"","Sol Natus Chá Boldo","Chás ","unit","340",0,"14.54","26.85","9129","4943.599","1,664.7","62","763.22"
"","Sol Natus Chá Branco ","Chás ","unit","1",0,"15.82","26.95","26.95","15.82","80.85","3","33.39"
"","Sol Natus Chá Calêndula ","Chás ","unit","14",0,"20.79","29.99","419.859","291.06","29.99","1","9.2"
"","Sol Natus Chá Camomila ","Chás ","unit","485",0,"18.39","26.25","12731.25","8919.15","2,966.25","113","857.8"
"","Sol Natus Chá Canela de Velho ","Chás ","unit","42",0,"13.85","24.95","1047.899","581.699","324.36","14","130.46"
"","Sol Natus Chá Carqueja ","Chás ","unit","116",0,"16.62","24.95","2894.2","1927.92","523.95","21","219.25"
"","Sol Natus Chá Cáscara Sagrada ","Chás ","unit","0",0,"20.01","29.99","0","0","119.96","4","39.92"
"","Sol Natus Chá Cavalinha ","Chás ","unit","140",0,"16.62","24.95","3493","2326.8","4,273.8","164","1,256.92"
"","Sol Natus Chá Centelha Asiática ","Chás ","unit","233",0,"16.62","24.95","5813.349","3872.46","51.9","2","14.5"
"","Sol Natus Chamix 30 Ervas ","Chás ","unit","256",0,"13.85","25.75","6592","3545.6","180.25","7","83.3"
"","Sol Natus Chá Cidreira ","Chás ","unit","139",0,"16.62","24.65","3426.35","2310.180","2,577.95","99","753.69"
"","Sol Natus Chá Cipó Mil Homens ","Chás ","unit","19",0,"13.85","24.95","474.05","263.15","24.95","1","11.1"
"","Chá Natus Coentro - pct  c/6","Chás ","unit","177",0,"13.85","24.95","4416.15","2451.45","99.8","4","44.4"
"","Sol Natus Chá  Confrei ","Chás ","unit","1",0,"13.85","24.95","24.95","13.85",0,0,0
"","Sol Natus Chá Dente de Leão ","Chás ","unit","75",0,"16.62","24.95","1871.25","1246.5","531.45","21","223.98"
"","Sol Natus Chá Douradinha ","Chás ","unit","214",0,"13.85","24.95","5339.3","2963.9","99.8","4","44.4"
"","Sol Natus Chá Erva de Bicho ","Chás ","unit","8",0,"13.85","24.95","199.6","110.8","49.9","2","22.2"
"","Sol Natus Chá Erva de São João ","Chás ","unit","278",0,"15.82","24.95","6936.099","4397.96","149.7","6","44.88"
"","Sol Natus Chá Espinheira Santa ","Chás ","unit","146",0,"15.82","24.95","3642.7","2309.720","6,213.8","244","2,104.24"
"","Sol Natus Chá Eucalipto ","Chás ","unit","254",0,"15.82","24.95","6337.3","4018.28","711.6","28","319.86"
"","Sol Natus Cha Laranjeira Folha ","Chás ","unit","252",0,"13.85","24.95","6287.4","3490.2","474.05","19","210.9"
"","Sol Natus Chá Funcho ","Chás ","unit","38",0,"15.82","24.95","948.1","601.16","616.4","24","280.06"
"","Sol Natus Gingo Biloba ","Chás ","unit","14",0,"13.85","24.95","349.3","193.9","249.5","10","111"
"","Sol Natus Cha de Graviola ","Chás ","unit","63",0,"15.82","24.95","1571.85","996.66","1,147.7","46","344.74"
"","Sol Natus Cha Guaco","Chás ","unit","279",0,"15.82","24.95","6961.05","4413.78","798.06","40","236.18"
"","Sol  Natus Cha Hibisco ","Chás ","unit","230",0,"17.59","26.39","6069.7","4045.7","2,529.05","92","763.37"
"","Sol Natus Cha Hortelã ","Chás ","unit","58",0,"15.89","24.95","1447.1","921.62","848.3","34","256.47"
"","Sol Natus Cha Insulina (Pedra Hume) ","Chás ","unit","0",0,"13.85","24.95","0","0",0,0,0
"","Sol  Natus Cha Ipê Roxo","Chás ","unit","0",0,"13.85","25.75","0","0","283.25","11","130.9"
"","Sol Natus Cha Jambolão ","Chás ","unit","16",0,"13.85","25.75","412","221.6","77.25","3","35.7"
"","Sol Natus Cha Levante ","Chás ","unit","226",0,"13.85","24.95","5638.7","3130.1","49.9","2","22.2"
"","Sol Natus Cha Losna","Chás ","unit","37",0,"15.82","24.95","923.15","585.34","199.6","8","86.83"
"","Sol Natus Cha Macela ","Chás ","unit","244",0,"13.85","24.95","6087.8","3379.4","124.75","5","55.5"
"","Sol Natus Cha Malva ","Chás ","unit","51",0,"13.85","24.95","1272.45","706.35","149.7","6","66.6"
"null","Sol Natus Cha Mama Cadela ","Chás ","unit","0",0,"18.9","28.49","0","0",0,0,0
"","Sol Natus Cha Manjericão ","Chás ","unit","34",0,"15.82","24.95","848.3","537.88","249.5","10","109.03"
"","Sol Natus Cha Melão São Caetano ","Chás ","unit","238",0,"13.85","24.95","5938.099","3296.299","623.75","25","277.5"
"","Sol Natus Cha Melissa ","Chás ","unit","266",0,"15.82","24.95","6636.7","4208.12","399.2","16","171.69"
"","Sol Natus Cha Moringa ","Chás ","unit","252",0,"15.89","24.95","6287.4","4004.28","648.7","26","258.45"
"","Sol Natus Cha Mulungu","Chás ","unit","32",0,"15.82","24.95","798.4","506.24","648.71","27","179.99"
"","Sol Natus Cha Oliveira ","Chás ","unit","18",0,"15.82","24.95","449.099","284.76","124.75","5","51.56"
"","Sol Natus Cha Ora Pro Nóbis ","Chás ","unit","82",0,"21.68","29.99","2459.18","1777.76","569.81","19","197.64"
"","Sol Natus Cha Para Tudo ","Chás ","unit","31",0,"15.82","24.95","773.449","490.42","124.75","5","51.56"
"","Sol Natus Cha Passiflora","Chás ","unit","17",0,"13.85","24.95","424.15","235.45","399.2","16","177.6"
"","Sol Natus Cha Pata de Vaca ","Chás ","unit","25",0,"13.85","24.95","623.75","346.25","573.85","23","255.3"
"","Sol Natus Cha Pau Tenente ","Chás ","unit","10",0,"13.85","24.95","249.5","138.5","349.3","14","155.4"
"","Sol Natus Cha de Picão","Chás ","unit","279",0,"15.82","24.95","6961.05","4413.78","898.2","36","273.24"
"","Sol Natus Cha Poejo ","Chás ","unit","255",0,"13.85","24.95","6362.25","3531.75","324.36","14","130.46"
"","Sol Natus Cha Porongaba ","Chás ","unit","0",0,"13.85","24.95","0","0",0,0,0
"","Sol Natus Cha Quebra Pedra ","Chás ","unit","471",0,"19.99","27.99","13183.289","9415.289","2,111.29","71","537"
"","Sol Natus Cha Salsa Parrilha ","Chás ","unit","64",0,"13.85","24.95","1596.8","886.4","49.9","2","22.2"
"","Sol Natus Cha Sálvia ","Chás ","unit","13",0,"15.82","24.95","324.349","205.66","104.75","5","33.53"
"","Sol Natus Cha Semente de Sucupira ","Chás ","unit","112",0,"23.99","32.6","3651.200","2686.879","656","19","164.19"
"","Sol Natus Cha Sene ","Chás ","unit","248",0,"15.82","24.95","6187.599","3923.36","1,072.85","43","455.95"
"","Sol Natus Cha Tansagem ","Chás ","unit","93",0,"13.85","24.95","2320.35","1288.05","1,072.85","43","477.3"
"","Sol Natus Cha Unha de Gato ","Chás ","unit","296",0,"15.82","24.95","7385.2","4682.72","598.8","24","173.58"
"","Sol Natus Cha Urtiga ","Chás ","unit","240",0,"13.85","24.95","5988","3324","124.75","5","55.5"
"","Sol Natus Cha Uxi Amarelo ","Chás ","unit","23",0,"15.82","24.95","573.85","363.86","569.9","22","183.54"
"","Sol Natus Banchá (Chá Verde)","Chás ","unit","14",0,"13.85","24.95","349.3","193.9","449.1","18","199.8"
"","Sol Natus Chá Erva Doce ","Chás ","unit","63",0,"15.82","24.95","1571.85","996.66","1,716.45","67","766.83"
"","Sol Natus Chá Imburana ","Chás ","unit","13",0,"15.82","26.95","350.349","205.66","53.9","2","22.26"
"7898277710059","Guaraná em Pó Po Arte Nativa ","Suplementos ","unit","0",0,"3.08","4.65","0","0",0,0,0
"","Hair Life Super Cachos c/ 12","Produtos de Cabelo","unit","5",0,"35.99","53.98","269.9","179.950","53.98","1","17.99"
"","Hair Life Cachos & Natural c/ 12","Produtos de Cabelo","unit","5",0,"35.99","53.98","269.9","179.950","107.96","2","35.98"
"","Evo Beauty Garlic Shampoo 16oz","Produtos de Cabelo","unit","0",0,"3.85","5.4","0","0",0,0,0
